group,label,n,seed,rel_error,signed_error,clamped,result,exact
accumulation,fp16 blocked,256,81,1.776974e-03,-1.776974e-03,0,22.217285156250000,22.256834979053597
accumulation,bf16 sequential,256,81,5.309157e-03,5.309157e-03,0,22.375000000000000,22.256834979053597
accumulation,bf16 reversed,256,81,3.070957e-04,-3.070957e-04,0,22.250000000000000,22.256834979053597
accumulation,bf16 pairwise,256,81,5.309157e-03,5.309157e-03,0,22.375000000000000,22.256834979053597
accumulation,bf16 blocked,256,81,1.057439e-02,1.057439e-02,0,22.492187500000000,22.256834979053597
cast+accumulation,bf16 in / fp32 sequential,256,81,5.749297e-03,-5.749297e-03,0,22.128873825073242,22.256834979053597
cast+accumulation,bf16 in / fp32 pairwise,256,81,5.749211e-03,-5.749211e-03,0,22.128875732421875,22.256834979053597
cast+accumulation,bf16 in / fp16 sequential,256,81,8.029443e-03,-8.029443e-03,0,22.078125000000000,22.256834979053597
cast+accumulation,bf16 in / fp16 pairwise,256,81,6.625380e-03,-6.625380e-03,0,22.109375000000000,22.256834979053597
cast+accumulation,bf16 in / bf16 sequential,256,81,5.309157e-03,5.309157e-03,0,22.375000000000000,22.256834979053597
cast+accumulation,bf16 in / bf16 pairwise,256,81,1.153960e-02,-1.153960e-02,0,22.000000000000000,22.256834979053597
scaling,e4m3 none,256,81,8.146989e-02,-8.146989e-02,0,20.443572998046875,22.256834979053597
scaling,e4m3 per-tensor,256,81,7.477343e-02,7.477343e-02,0,23.921054840087890,22.256834979053597
scaling,e4m3 mx32 spec,256,81,8.223945e-02,-8.223945e-02,2,20.426445007324220,22.256834979053597
scaling,e4m3 mx32 +1,256,81,8.153742e-02,-8.153742e-02,0,20.442070007324220,22.256834979053597
scaling,e2m1 none,256,81,8.090474e-01,-8.090474e-01,14,4.2500000000000000,22.256834979053597
scaling,e2m1 per-tensor,256,81,2.997477e-01,-2.997477e-01,0,15.585400581359863,22.256834979053597
scaling,e2m1 mx32 spec,256,81,6.208587e-02,-6.208587e-02,8,20.875000000000000,22.256834979053597
scaling,e2m1 mx32 +1,256,81,5.282348e-01,-5.282348e-01,0,10.500000000000000,22.256834979053597
rounding,e2m1 mx32 nearest,256,81,6.208587e-02,-6.208587e-02,8,20.875000000000000,22.256834979053597
rounding,e2m1 mx32 stochastic,256,81,9.039095e-01,9.039095e-01,8,42.375000000000000,22.256834979053597
accumulation,fp32 sequential,256,82,2.439506e-07,2.439506e-07,0,-101.03778839111328,-101.03781303934754
accumulation,fp32 reversed,256,82,5.809057e-08,-5.809057e-08,0,-101.03781890869140,-101.03781303934754
accumulation,fp32 pairwise,256,82,1.741972e-08,1.741972e-08,0,-101.03781127929688,-101.03781303934754
accumulation,fp32 blocked,256,82,5.809057e-08,-5.809057e-08,0,-101.03781890869140,-101.03781303934754
accumulation,fp16 sequential,256,82,9.928267e-04,9.928267e-04,0,-100.93750000000000,-101.03781303934754
accumulation,fp16 reversed,256,82,8.629142e-04,-8.629142e-04,0,-101.12500000000000,-101.03781303934754
accumulation,fp16 pairwise,256,82,3.742464e-04,3.742464e-04,0,-101.00000000000000,-101.03781303934754
accumulation,fp16 blocked,256,82,1.340778e-03,1.340778e-03,0,-100.90234375000000,-101.03781303934754
accumulation,bf16 sequential,256,82,2.436897e-02,-2.436897e-02,0,-103.50000000000000,-101.03781303934754
accumulation,bf16 reversed,256,82,2.511746e-02,2.511746e-02,0,-98.500000000000000,-101.03781303934754
accumulation,bf16 pairwise,256,82,3.742464e-04,3.742464e-04,0,-101.00000000000000,-101.03781303934754
accumulation,bf16 blocked,256,82,1.114681e-02,-1.114681e-02,0,-102.16406250000000,-101.03781303934754
cast+accumulation,bf16 in / fp32 sequential,256,82,2.190838e-03,-2.190838e-03,0,-101.25917053222656,-101.03781303934754
cast+accumulation,bf16 in / fp32 pairwise,256,82,2.190612e-03,-2.190612e-03,0,-101.25914764404297,-101.03781303934754
cast+accumulation,bf16 in / fp16 sequential,256,82,8.629142e-04,-8.629142e-04,0,-101.12500000000000,-101.03781303934754
cast+accumulation,bf16 in / fp16 pairwise,256,82,1.481494e-03,-1.481494e-03,0,-101.18750000000000,-101.03781303934754
cast+accumulation,bf16 in / bf16 sequential,256,82,2.931761e-02,-2.931761e-02,0,-104.00000000000000,-101.03781303934754
cast+accumulation,bf16 in / bf16 pairwise,256,82,9.523038e-03,-9.523038e-03,0,-102.00000000000000,-101.03781303934754
scaling,e4m3 none,256,82,1.911571e-02,-1.911571e-02,0,-102.96922302246094,-101.03781303934754
scaling,e4m3 per-tensor,256,82,6.288177e-03,-6.288177e-03,0,-101.67315673828125,-101.03781303934754
scaling,e4m3 mx32 spec,256,82,1.044472e-02,-1.044472e-02,2,-102.09312438964844,-101.03781303934754
scaling,e4m3 mx32 +1,256,82,1.910484e-02,-1.910484e-02,0,-102.96812438964844,-101.03781303934754
scaling,e2m1 none,256,82,5.694681e-01,5.694681e-01,11,-43.500000000000000,-101.03781303934754
scaling,e2m1 per-tensor,256,82,1.765897e-01,1.765897e-01,0,-83.195579528808600,-101.03781303934754
scaling,e2m1 mx32 spec,256,82,2.007943e-01,2.007943e-01,9,-80.750000000000000,-101.03781303934754
scaling,e2m1 mx32 +1,256,82,2.577036e-01,2.577036e-01,0,-75.000000000000000,-101.03781303934754
rounding,e2m1 mx32 nearest,256,82,2.007943e-01,2.007943e-01,9,-80.750000000000000,-101.03781303934754
rounding,e2m1 mx32 stochastic,256,82,9.439845e-02,9.439845e-02,9,-91.500000000000000,-101.03781303934754
accumulation,fp32 sequential,256,83,3.288028e-07,-3.288028e-07,0,-5.0987057685852050,-5.0987040921169110
accumulation,fp32 reversed,256,83,1.417603e-07,-1.417603e-07,0,-5.0987048149108890,-5.0987040921169110
accumulation,fp32 pairwise,256,83,2.352816e-07,-2.352816e-07,0,-5.0987052917480470,-5.0987040921169110
accumulation,fp32 blocked,256,83,5.128884e-07,5.128884e-07,0,-5.0987014770507810,-5.0987040921169110
accumulation,fp16 sequential,256,83,5.606146e-04,-5.606146e-04,0,-5.1015625000000000,-5.0987040921169110
accumulation,fp16 reversed,256,83,1.326741e-03,-1.326741e-03,0,-5.1054687500000000,-5.0987040921169110
accumulation,fp16 pairwise,256,83,4.036142e-03,4.036142e-03,0,-5.0781250000000000,-5.0987040921169110
accumulation,fp16 blocked,256,83,1.163169e-03,1.163169e-03,0,-5.0927734375000000,-5.0987040921169110
accumulation,bf16 sequential,256,83,2.967340e-02,-2.967340e-02,0,-5.2500000000000000,-5.0987040921169110
accumulation,bf16 reversed,256,83,9.096349e-02,-9.096349e-02,0,-5.5625000000000000,-5.0987040921169110
accumulation,bf16 pairwise,256,83,5.613271e-02,5.613271e-02,0,-4.8125000000000000,-5.0987040921169110
accumulation,bf16 blocked,256,83,5.157371e-03,-5.157371e-03,0,-5.1250000000000000,-5.0987040921169110
cast+accumulation,bf16 in / fp32 sequential,256,83,1.543723e-02,-1.543723e-02,0,-5.1774139404296875,-5.0987040921169110
cast+accumulation,bf16 in / fp32 pairwise,256,83,1.543685e-02,-1.543685e-02,0,-5.1774120330810550,-5.0987040921169110
cast+accumulation,bf16 in / fp16 sequential,256,83,1.818151e-02,-1.818151e-02,0,-5.1914062500000000,-5.0987040921169110
cast+accumulation,bf16 in / fp16 pairwise,256,83,1.281863e-02,-1.281863e-02,0,-5.1640625000000000,-5.0987040921169110
cast+accumulation,bf16 in / bf16 sequential,256,83,4.193142e-02,-4.193142e-02,0,-5.3125000000000000,-5.0987040921169110
cast+accumulation,bf16 in / bf16 pairwise,256,83,7.100646e-03,7.100646e-03,0,-5.0625000000000000,-5.0987040921169110
scaling,e4m3 none,256,83,2.589486e-01,-2.589486e-01,0,-6.4190063476562500,-5.0987040921169110
scaling,e4m3 per-tensor,256,83,2.945774e-02,2.945774e-02,0,-4.9485077857971190,-5.0987040921169110
scaling,e4m3 mx32 spec,256,83,1.090373e-01,1.090373e-01,10,-4.5427551269531250,-5.0987040921169110
scaling,e4m3 mx32 +1,256,83,2.598404e-01,-2.598404e-01,0,-6.4235534667968750,-5.0987040921169110
scaling,e2m1 none,256,83,8.632185e-01,-8.632185e-01,7,-9.5000000000000000,-5.0987040921169110
scaling,e2m1 per-tensor,256,83,4.450878e+00,-4.450878e+00,0,-27.792411804199220,-5.0987040921169110
scaling,e2m1 mx32 spec,256,83,4.219299e-01,-4.219299e-01,19,-7.2500000000000000,-5.0987040921169110
scaling,e2m1 mx32 +1,256,83,2.775469e+00,-2.775469e+00,0,-19.250000000000000,-5.0987040921169110
rounding,e2m1 mx32 nearest,256,83,4.219299e-01,-4.219299e-01,19,-7.2500000000000000,-5.0987040921169110
rounding,e2m1 mx32 stochastic,256,83,1.110322e+00,1.110322e+00,19,0.56250000000000000,-5.0987040921169110
accumulation,fp32 sequential,256,84,1.059289e-07,1.059289e-07,0,97.957168579101560,97.957158202606580
accumulation,fp32 reversed,256,84,4.984112e-08,-4.984112e-08,0,97.957153320312500,97.957158202606580
accumulation,fp32 pairwise,256,84,1.059289e-07,1.059289e-07,0,97.957168579101560,97.957158202606580
accumulation,fp32 blocked,256,84,4.984112e-08,-4.984112e-08,0,97.957153320312500,97.957158202606580
accumulation,fp16 sequential,256,84,1.713420e-03,1.713420e-03,0,98.125000000000000,97.957158202606580
accumulation,fp16 reversed,256,84,4.373524e-04,4.373524e-04,0,98.000000000000000,97.957158202606580
accumulation,fp16 pairwise,256,84,2.006816e-04,-2.006816e-04,0,97.937500000000000,97.957158202606580
accumulation,fp16 blocked,256,84,4.798215e-04,-4.798215e-04,0,97.910156250000000,97.957158202606580
accumulation,bf16 sequential,256,84,1.064590e-02,1.064590e-02,0,99.000000000000000,97.957158202606580
accumulation,bf16 reversed,256,84,4.373524e-04,4.373524e-04,0,98.000000000000000,97.957158202606580
accumulation,bf16 pairwise,256,84,4.373524e-04,4.373524e-04,0,98.000000000000000,97.957158202606580
accumulation,bf16 blocked,256,84,5.222608e-03,5.222608e-03,0,98.468750000000000,97.957158202606580
cast+accumulation,bf16 in / fp32 sequential,256,84,3.328210e-03,3.328210e-03,0,98.283180236816400,97.957158202606580
cast+accumulation,bf16 in / fp32 pairwise,256,84,3.327977e-03,3.327977e-03,0,98.283157348632810,97.957158202606580
cast+accumulation,bf16 in / fp16 sequential,256,84,4.903591e-03,4.903591e-03,0,98.437500000000000,97.957158202606580
cast+accumulation,bf16 in / fp16 pairwise,256,84,3.627523e-03,3.627523e-03,0,98.312500000000000,97.957158202606580
cast+accumulation,bf16 in / bf16 sequential,256,84,2.595871e-02,2.595871e-02,0,100.50000000000000,97.957158202606580
cast+accumulation,bf16 in / bf16 pairwise,256,84,5.541625e-03,5.541625e-03,0,98.500000000000000,97.957158202606580
scaling,e4m3 none,256,84,4.312654e-02,-4.312654e-02,0,93.732604980468750,97.957158202606580
scaling,e4m3 per-tensor,256,84,3.323763e-02,-3.323763e-02,1,94.701293945312500,97.957158202606580
scaling,e4m3 mx32 spec,256,84,3.659058e-02,-3.659058e-02,3,94.372848510742190,97.957158202606580
scaling,e4m3 mx32 +1,256,84,4.313043e-02,-4.313043e-02,0,93.732223510742190,97.957158202606580
scaling,e2m1 none,256,84,3.287882e-01,-3.287882e-01,10,65.750000000000000,97.957158202606580
scaling,e2m1 per-tensor,256,84,1.288657e-01,-1.288657e-01,0,85.333839416503900,97.957158202606580
scaling,e2m1 mx32 spec,256,84,2.011814e-01,-2.011814e-01,8,78.250000000000000,97.957158202606580
scaling,e2m1 mx32 +1,256,84,2.343592e-01,-2.343592e-01,0,75.000000000000000,97.957158202606580
rounding,e2m1 mx32 nearest,256,84,2.011814e-01,-2.011814e-01,8,78.250000000000000,97.957158202606580
rounding,e2m1 mx32 stochastic,256,84,1.858686e-01,-1.858686e-01,8,79.750000000000000,97.957158202606580
accumulation,fp32 sequential,256,85,5.210935e-07,-5.210935e-07,0,-30.949375152587890,-30.949359025077033
accumulation,fp32 reversed,256,85,4.033272e-07,4.033272e-07,0,-30.949346542358400,-30.949359025077033
accumulation,fp32 pairwise,256,85,2.745813e-07,-2.745813e-07,0,-30.949367523193360,-30.949359025077033
accumulation,fp32 blocked,256,85,2.745813e-07,-2.745813e-07,0,-30.949367523193360,-30.949359025077033
accumulation,fp16 sequential,256,85,2.645967e-03,-2.645967e-03,0,-31.031250000000000,-30.949359025077033
accumulation,fp16 reversed,256,85,2.141110e-03,-2.141110e-03,0,-31.015625000000000,-30.949359025077033
accumulation,fp16 pairwise,256,85,1.216818e-04,-1.216818e-04,0,-30.953125000000000,-30.949359025077033
accumulation,fp16 blocked,256,85,1.913523e-03,1.913523e-03,0,-30.890136718750000,-30.949359025077033
accumulation,bf16 sequential,256,85,3.875231e-02,3.875231e-02,0,-29.750000000000000,-30.949359025077033
accumulation,bf16 reversed,256,85,9.713965e-03,-9.713965e-03,0,-31.250000000000000,-30.949359025077033
accumulation,bf16 pairwise,256,85,1.636253e-03,-1.636253e-03,0,-31.000000000000000,-30.949359025077033
accumulation,bf16 blocked,256,85,1.035410e-02,1.035410e-02,0,-30.628906250000000,-30.949359025077033
cast+accumulation,bf16 in / fp32 sequential,256,85,4.085295e-03,4.085295e-03,0,-30.822921752929688,-30.949359025077033
cast+accumulation,bf16 in / fp32 pairwise,256,85,4.085603e-03,4.085603e-03,0,-30.822912216186523,-30.949359025077033
cast+accumulation,bf16 in / fp16 sequential,256,85,1.216818e-04,-1.216818e-04,0,-30.953125000000000,-30.949359025077033
cast+accumulation,bf16 in / fp16 pairwise,256,85,2.907460e-03,2.907460e-03,0,-30.859375000000000,-30.949359025077033
cast+accumulation,bf16 in / bf16 sequential,256,85,4.683002e-02,4.683002e-02,0,-29.500000000000000,-30.949359025077033
cast+accumulation,bf16 in / bf16 pairwise,256,85,2.402603e-03,2.402603e-03,0,-30.875000000000000,-30.949359025077033
scaling,e4m3 none,256,85,5.750115e-03,5.750115e-03,0,-30.771396636962890,-30.949359025077033
scaling,e4m3 per-tensor,256,85,2.526241e-02,-2.526241e-02,1,-31.731214523315430,-30.949359025077033
scaling,e4m3 mx32 spec,256,85,6.272038e-03,-6.272038e-03,4,-31.143474578857422,-30.949359025077033
scaling,e4m3 mx32 +1,256,85,5.844530e-03,5.844530e-03,0,-30.768474578857422,-30.949359025077033
scaling,e2m1 none,256,85,6.365030e-01,6.365030e-01,3,-11.250000000000000,-30.949359025077033
scaling,e2m1 per-tensor,256,85,1.166309e-01,-1.166309e-01,0,-34.559009552001950,-30.949359025077033
scaling,e2m1 mx32 spec,256,85,3.596653e-02,-3.596653e-02,10,-32.062500000000000,-30.949359025077033
scaling,e2m1 mx32 +1,256,85,9.049108e-02,-9.049108e-02,0,-33.750000000000000,-30.949359025077033
rounding,e2m1 mx32 nearest,256,85,3.596653e-02,-3.596653e-02,10,-32.062500000000000,-30.949359025077033
rounding,e2m1 mx32 stochastic,256,85,1.821317e-01,1.821317e-01,10,-25.312500000000000,-30.949359025077033
accumulation,fp32 sequential,256,86,5.685811e-07,-5.685811e-07,0,-37.460601806640625,-37.460580507263690
accumulation,fp32 reversed,256,86,4.241276e-08,4.241276e-08,0,-37.460578918457030,-37.460580507263690
accumulation,fp32 pairwise,256,86,4.241276e-08,4.241276e-08,0,-37.460578918457030,-37.460580507263690
accumulation,fp32 blocked,256,86,4.241276e-08,4.241276e-08,0,-37.460578918457030,-37.460580507263690
accumulation,fp16 sequential,256,86,1.886503e-03,-1.886503e-03,0,-37.531250000000000,-37.460580507263690
accumulation,fp16 reversed,256,86,2.180824e-04,-2.180824e-04,0,-37.468750000000000,-37.460580507263690
accumulation,fp16 pairwise,256,86,1.052293e-03,-1.052293e-03,0,-37.500000000000000,-37.460580507263690
accumulation,fp16 blocked,256,86,2.180824e-04,-2.180824e-04,0,-37.468750000000000,-37.460580507263690
accumulation,bf16 sequential,256,86,3.231612e-02,3.231612e-02,0,-36.250000000000000,-37.460580507263690
accumulation,bf16 reversed,256,86,5.621389e-03,5.621389e-03,0,-37.250000000000000,-37.460580507263690
accumulation,bf16 pairwise,256,86,5.621389e-03,5.621389e-03,0,-37.250000000000000,-37.460580507263690
accumulation,bf16 blocked,256,86,6.161279e-04,6.161279e-04,0,-37.437500000000000,-37.460580507263690
cast+accumulation,bf16 in / fp32 sequential,256,86,1.804222e-03,-1.804222e-03,0,-37.528167724609375,-37.460580507263690
cast+accumulation,bf16 in / fp32 pairwise,256,86,1.804019e-03,-1.804019e-03,0,-37.528160095214844,-37.460580507263690
cast+accumulation,bf16 in / fp16 sequential,256,86,4.389134e-03,-4.389134e-03,0,-37.625000000000000,-37.460580507263690
cast+accumulation,bf16 in / fp16 pairwise,256,86,1.052293e-03,-1.052293e-03,0,-37.500000000000000,-37.460580507263690
cast+accumulation,bf16 in / bf16 sequential,256,86,4.566348e-02,4.566348e-02,0,-35.750000000000000,-37.460580507263690
cast+accumulation,bf16 in / bf16 pairwise,256,86,5.621389e-03,5.621389e-03,0,-37.250000000000000,-37.460580507263690
scaling,e4m3 none,256,86,6.743411e-02,6.743411e-02,0,-34.934459686279300,-37.460580507263690
scaling,e4m3 per-tensor,256,86,3.864898e-02,-3.864898e-02,1,-38.908393859863280,-37.460580507263690
scaling,e4m3 mx32 spec,256,86,6.752606e-02,6.752606e-02,2,-34.931015014648440,-37.460580507263690
scaling,e4m3 mx32 +1,256,86,6.752606e-02,6.752606e-02,0,-34.931015014648440,-37.460580507263690
scaling,e2m1 none,256,86,2.946943e-01,-2.946943e-01,9,-48.500000000000000,-37.460580507263690
scaling,e2m1 per-tensor,256,86,5.154101e-01,5.154101e-01,0,-18.153018951416016,-37.460580507263690
scaling,e2m1 mx32 spec,256,86,8.904241e-02,8.904241e-02,6,-34.125000000000000,-37.460580507263690
scaling,e2m1 mx32 +1,256,86,1.078312e-01,-1.078312e-01,0,-41.500000000000000,-37.460580507263690
rounding,e2m1 mx32 nearest,256,86,8.904241e-02,8.904241e-02,6,-34.125000000000000,-37.460580507263690
rounding,e2m1 mx32 stochastic,256,86,1.229507e-02,1.229507e-02,6,-37.000000000000000,-37.460580507263690
accumulation,fp32 sequential,256,87,4.683769e-07,-4.683769e-07,0,55.774116516113280,55.774142639435980
accumulation,fp32 reversed,256,87,1.471821e-07,1.471821e-07,0,55.774150848388670,55.774142639435980
accumulation,fp32 pairwise,256,87,7.878661e-08,7.878661e-08,0,55.774147033691406,55.774142639435980
accumulation,fp32 blocked,256,87,1.039116e-08,1.039116e-08,0,55.774143218994140,55.774142639435980
accumulation,fp16 sequential,256,87,4.328644e-04,-4.328644e-04,0,55.750000000000000,55.774142639435980
accumulation,fp16 reversed,256,87,2.113751e-03,-2.113751e-03,0,55.656250000000000,55.774142639435980
accumulation,fp16 pairwise,256,87,1.274311e-04,1.274311e-04,0,55.781250000000000,55.774142639435980
accumulation,fp16 blocked,256,87,7.130121e-04,-7.130121e-04,0,55.734375000000000,55.774142639435980
accumulation,bf16 sequential,256,87,1.387996e-02,-1.387996e-02,0,55.000000000000000,55.774142639435980
accumulation,bf16 reversed,256,87,4.049499e-03,4.049499e-03,0,56.000000000000000,55.774142639435980
accumulation,bf16 pairwise,256,87,4.328644e-04,-4.328644e-04,0,55.750000000000000,55.774142639435980
accumulation,bf16 blocked,256,87,3.864674e-03,-3.864674e-03,0,55.558593750000000,55.774142639435980
cast+accumulation,bf16 in / fp32 sequential,256,87,3.027078e-04,-3.027078e-04,0,55.757259368896484,55.774142639435980
cast+accumulation,bf16 in / fp32 pairwise,256,87,3.025027e-04,-3.025027e-04,0,55.757270812988280,55.774142639435980
cast+accumulation,bf16 in / fp16 sequential,256,87,9.931599e-04,-9.931599e-04,0,55.718750000000000,55.774142639435980
cast+accumulation,bf16 in / fp16 pairwise,256,87,4.328644e-04,-4.328644e-04,0,55.750000000000000,55.774142639435980
cast+accumulation,bf16 in / bf16 sequential,256,87,9.397592e-03,-9.397592e-03,0,55.250000000000000,55.774142639435980
cast+accumulation,bf16 in / bf16 pairwise,256,87,4.049499e-03,4.049499e-03,0,56.000000000000000,55.774142639435980
scaling,e4m3 none,256,87,1.113778e-01,1.113778e-01,0,61.986145019531250,55.774142639435980
scaling,e4m3 per-tensor,256,87,5.465677e-02,-5.465677e-02,0,52.725708007812500,55.774142639435980
scaling,e4m3 mx32 spec,256,87,1.164684e-01,1.164684e-01,1,62.270065307617190,55.774142639435980
scaling,e4m3 mx32 +1,256,87,1.114399e-01,1.114399e-01,0,61.989608764648440,55.774142639435980
scaling,e2m1 none,256,87,1.124920e-01,-1.124920e-01,10,49.500000000000000,55.774142639435980
scaling,e2m1 per-tensor,256,87,3.237576e-01,-3.237576e-01,0,37.716838836669920,55.774142639435980
scaling,e2m1 mx32 spec,256,87,1.116262e-01,1.116262e-01,5,62.000000000000000,55.774142639435980
scaling,e2m1 mx32 +1,256,87,2.379981e-01,-2.379981e-01,0,42.500000000000000,55.774142639435980
rounding,e2m1 mx32 nearest,256,87,1.116262e-01,1.116262e-01,5,62.000000000000000,55.774142639435980
rounding,e2m1 mx32 stochastic,256,87,2.517001e-01,2.517001e-01,5,69.812500000000000,55.774142639435980
accumulation,fp32 sequential,256,88,3.630464e-07,3.630464e-07,0,110.08770751953125,110.08766755260228
accumulation,fp32 reversed,256,88,3.630464e-07,3.630464e-07,0,110.08770751953125,110.08766755260228
accumulation,fp32 pairwise,256,88,8.583478e-08,8.583478e-08,0,110.08767700195312,110.08766755260228
accumulation,fp32 blocked,256,88,8.583478e-08,8.583478e-08,0,110.08767700195312,110.08766755260228
accumulation,fp16 sequential,256,88,9.068450e-04,9.068450e-04,0,110.18750000000000,110.08766755260228
accumulation,fp16 reversed,256,88,3.391156e-04,3.391156e-04,0,110.12500000000000,110.08766755260228
accumulation,fp16 pairwise,256,88,3.391156e-04,3.391156e-04,0,110.12500000000000,110.08766755260228
accumulation,fp16 blocked,256,88,1.385867e-03,1.385867e-03,0,110.24023437500000,110.08766755260228
accumulation,bf16 sequential,256,88,1.737100e-02,1.737100e-02,0,112.00000000000000,110.08766755260228
accumulation,bf16 reversed,256,88,1.737100e-02,1.737100e-02,0,112.00000000000000,110.08766755260228
accumulation,bf16 pairwise,256,88,8.287327e-03,8.287327e-03,0,111.00000000000000,110.08766755260228
accumulation,bf16 blocked,256,88,7.861530e-03,7.861530e-03,0,110.95312500000000,110.08766755260228
cast+accumulation,bf16 in / fp32 sequential,256,88,2.959399e-04,2.959399e-04,0,110.12024688720703,110.08766755260228
cast+accumulation,bf16 in / fp32 pairwise,256,88,2.958706e-04,2.958706e-04,0,110.12023925781250,110.08766755260228
cast+accumulation,bf16 in / fp16 sequential,256,88,1.474574e-03,1.474574e-03,0,110.25000000000000,110.08766755260228
cast+accumulation,bf16 in / fp16 pairwise,256,88,2.286137e-04,-2.286137e-04,0,110.06250000000000,110.08766755260228
cast+accumulation,bf16 in / bf16 sequential,256,88,1.737100e-02,1.737100e-02,0,112.00000000000000,110.08766755260228
cast+accumulation,bf16 in / bf16 pairwise,256,88,3.745492e-03,3.745492e-03,0,110.50000000000000,110.08766755260228
scaling,e4m3 none,256,88,2.372032e-02,2.372032e-02,0,112.69898223876953,110.08766755260228
scaling,e4m3 per-tensor,256,88,3.634714e-02,-3.634714e-02,0,106.08629608154297,110.08766755260228
scaling,e4m3 mx32 spec,256,88,2.911922e-02,2.911922e-02,3,113.29333496093750,110.08766755260228
scaling,e4m3 mx32 +1,256,88,2.372579e-02,2.372579e-02,0,112.69958496093750,110.08766755260228
scaling,e2m1 none,256,88,5.299201e-01,-5.299201e-01,9,51.750000000000000,110.08766755260228
scaling,e2m1 per-tensor,256,88,1.346616e-02,-1.346616e-02,0,108.60520935058594,110.08766755260228
scaling,e2m1 mx32 spec,256,88,8.287327e-03,8.287327e-03,11,111.00000000000000,110.08766755260228
scaling,e2m1 mx32 +1,256,88,1.779279e-01,-1.779279e-01,0,90.500000000000000,110.08766755260228
rounding,e2m1 mx32 nearest,256,88,8.287327e-03,8.287327e-03,11,111.00000000000000,110.08766755260228
rounding,e2m1 mx32 stochastic,256,88,6.211111e-02,-6.211111e-02,11,103.25000000000000,110.08766755260228
accumulation,fp32 sequential,256,89,7.420974e-07,7.420974e-07,0,-51.789188385009766,-51.789226817660214
accumulation,fp32 reversed,256,89,2.891163e-07,-2.891163e-07,0,-51.789241790771484,-51.789226817660214
accumulation,fp32 pairwise,256,89,5.516163e-09,5.516163e-09,0,-51.789226531982420,-51.789226817660214
accumulation,fp32 blocked,256,89,6.814196e-08,-6.814196e-08,0,-51.789230346679690,-51.789226817660214
accumulation,fp16 sequential,256,89,1.360839e-03,1.360839e-03,0,-51.718750000000000,-51.789226817660214
accumulation,fp16 reversed,256,89,4.069827e-03,-4.069827e-03,0,-52.000000000000000,-51.789226817660214
accumulation,fp16 pairwise,256,89,4.493827e-04,-4.493827e-04,0,-51.812500000000000,-51.789226817660214
accumulation,fp16 blocked,256,89,4.163839e-04,-4.163839e-04,0,-51.810791015625000,-51.789226817660214
accumulation,bf16 sequential,256,89,5.584691e-03,5.584691e-03,0,-51.500000000000000,-51.789226817660214
accumulation,bf16 reversed,256,89,2.006647e-02,2.006647e-02,0,-50.750000000000000,-51.789226817660214
accumulation,bf16 pairwise,256,89,7.574320e-04,7.574320e-04,0,-51.750000000000000,-51.789226817660214
accumulation,bf16 blocked,256,89,5.782684e-03,5.782684e-03,0,-51.489746093750000,-51.789226817660214
cast+accumulation,bf16 in / fp32 sequential,256,89,1.074740e-03,-1.074740e-03,0,-51.844886779785156,-51.789226817660214
cast+accumulation,bf16 in / fp32 pairwise,256,89,1.074593e-03,-1.074593e-03,0,-51.844879150390625,-51.789226817660214
cast+accumulation,bf16 in / fp16 sequential,256,89,4.493827e-04,-4.493827e-04,0,-51.812500000000000,-51.789226817660214
cast+accumulation,bf16 in / fp16 pairwise,256,89,2.259605e-03,-2.259605e-03,0,-51.906250000000000,-51.789226817660214
cast+accumulation,bf16 in / bf16 sequential,256,89,1.523921e-02,1.523921e-02,0,-51.000000000000000,-51.789226817660214
cast+accumulation,bf16 in / bf16 pairwise,256,89,5.584691e-03,5.584691e-03,0,-51.500000000000000,-51.789226817660214
scaling,e4m3 none,256,89,6.544898e-03,6.544898e-03,0,-51.450271606445310,-51.789226817660214
scaling,e4m3 per-tensor,256,89,2.908589e-02,-2.908589e-02,0,-53.295562744140625,-51.789226817660214
scaling,e4m3 mx32 spec,256,89,2.665488e-02,-2.665488e-02,4,-53.169662475585940,-51.789226817660214
scaling,e4m3 mx32 +1,256,89,6.532524e-03,6.532524e-03,0,-51.450912475585940,-51.789226817660214
scaling,e2m1 none,256,89,6.862282e-01,6.862282e-01,15,-16.250000000000000,-51.789226817660214
scaling,e2m1 per-tensor,256,89,1.099705e-01,-1.099705e-01,1,-57.484512329101560,-51.789226817660214
scaling,e2m1 mx32 spec,256,89,7.799357e-02,7.799357e-02,11,-47.750000000000000,-51.789226817660214
scaling,e2m1 mx32 +1,256,89,1.600570e-01,1.600570e-01,0,-43.500000000000000,-51.789226817660214
rounding,e2m1 mx32 nearest,256,89,7.799357e-02,7.799357e-02,11,-47.750000000000000,-51.789226817660214
rounding,e2m1 mx32 stochastic,256,89,3.202553e-01,-3.202553e-01,11,-68.375000000000000,-51.789226817660214
accumulation,fp32 sequential,256,90,2.946934e-07,-2.946934e-07,0,94.544715881347660,94.544743743063530
accumulation,fp32 reversed,256,90,1.333012e-07,-1.333012e-07,0,94.544731140136720,94.544743743063530
accumulation,fp32 pairwise,256,90,5.260506e-08,-5.260506e-08,0,94.544738769531250,94.544743743063530
accumulation,fp32 blocked,256,90,5.260506e-08,-5.260506e-08,0,94.544738769531250,94.544743743063530
accumulation,fp16 sequential,256,90,2.456443e-03,-2.456443e-03,0,94.312500000000000,94.544743743063530
